delay_ms,correct_shifts_mean,correct_shifts_std,false_positives_mean,false_positives_std,false_negatives_mean,false_negatives_std,total_predictions_mean,total_predictions_std,total_ground_truth_mean,total_ground_truth_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,avg_time_difference_mean,avg_time_difference_std,pred_mean_duration_mean,pred_mean_duration_std,pred_median_duration_mean,pred_median_duration_std,pred_std_duration_mean,pred_std_duration_std,gt_mean_duration_mean,gt_mean_duration_std,gt_median_duration_mean,gt_median_duration_std,gt_std_duration_mean,gt_std_duration_std
0,233.16666666666666,69.77894703472789,195.08333333333334,72.68509605418292,325.0,181.00252220197996,428.25,99.70881518745949,558.1666666666666,227.21865865412482,0.5467962879367191,0.10402534189868315,0.4569671420855523,0.12483319835241029,0.48011511533677864,0.07737328109258326,0.3325219862935234,0.027299333837236938,1.514864745626247,0.2153793983139857,0.7100000000000014,0.12853691738343515,2.008781324108813,0.31701830652343516,1.338837934815469,0.0923061768541345,0.9231329877501638,0.10344788937860709,1.214865887371748,0.0774925059150206
500,233.20833333333334,74.15786871771344,237.08333333333334,72.62645144350208,331.625,169.4845927331244,470.2916666666667,100.37299098283651,564.8333333333334,231.54784774879997,0.492436063358669,0.1075574836335555,0.43785954851539394,0.08740418318054266,0.4479445637219384,0.04516818538732994,0.47949656358086484,0.13587253428372248,1.4001301491808986,0.14131946629546324,0.6408333333333341,0.07401037921726689,2.013244692844139,0.31501251055508406,1.3062000260983224,0.12392164400536174,0.9090485120895457,0.11256756126627758,1.1829268855730104,0.15906965351900443
1000,238.0,61.018172631637775,244.5,52.673729117373426,331.75,145.74821946857833,482.5,41.22367407628566,569.75,197.98951443469662,0.4915630821861838,0.11167776853617893,0.43546011236638776,0.07705046973865062,0.44890005354885526,0.05430943619211349,0.37992492772919745,0.06106834020892494,1.4233650487735774,0.19517995710829972,0.6666666666666746,0.1019235291633052,2.044232422754003,0.46379453270326965,1.3046102575244831,0.17009614628198486,0.9335397996000742,0.13818046484561142,1.1289426425585602,0.14357641358681095
1500,193.875,61.11664720202992,242.58333333333334,66.33899546149743,305.375,132.53541364316638,436.4583333333333,96.14933094192445,499.25,168.7447905798164,0.4427637985671902,0.08917181067213475,0.40592003248744896,0.11182823572586037,0.4092211249704803,0.06974930508110519,0.3748406643548547,0.043021300430855086,1.5869492380871864,0.4120707800845888,0.7041666666666714,0.11466081043354111,2.230115049324665,0.7258656413049314,1.3873225206758064,0.27074867016398607,0.9868853089802739,0.23943095123603703,1.2506127951490495,0.26706447532362687
